County,Market Name,Market Location,Address Line 1,City,State,Zip,Contact,Phone,Market Link,Operation Hours,Operation Season,Operating Months,FMNP,SNAP,FCC Issued,FCC Accepted,Latitude,Longitude,Georeference_1
Orange,Newburgh Farmers' Market,97 Broadway,95-107 Broadway,Newburgh,NY,12550,Illyana Campos,8452314424,http://www.newburghnyfarmersmarket.org,"Sat 10am-3pm, Winter hrs 10am-2pm",Year-round,YR,N,Y,N,Y,41.49992,-74.0112,POINT (-74.0112 41.49992)
Orange,Pine Bush Farmers' Market,62 Main St,New and Main Streets,Pine Bush,NY,12566,Ron Carter,8459780298,http://www.pinebushfarmersmarket.com,Sat 9am-1pm,May 25-November 23,P/M,Y,N,N,Y,41.60918,-74.3005,POINT (-74.3005 41.60918)
Orange,Port Jervis Farmers' Market,1 Hammond St,1 Hammond Street,Port Jervis,NY,12771,Arina Soler,8459782450,http://www.pjfarmmarket.com,Sat 10am-1pm,June 1-October 26,M,Y,Y,N,Y,41.37555,-74.69237,POINT (-74.69237 41.37555)
Orange,Soons Orchards Farm Stand,23 Soons Circle New Hampton,23 Soons Circle,New Hampton,NY,10958,Sharon Soons,8453745471,http://www.soonsorchards.com,Daily 9am-6pm,Year-round,YR,Y,N,N,Y,41.40258,-74.40356,POINT (-74.40356 41.40258)
Orange,Tuxedo Farmers' Market,"Tuxedo Train Station, 240 Rt. 17N",240 State Route 17,Tuxedo,NY,10987,Lorraine Barbarash,8453251278,http://www.tuxedofarmersmarket.com,Sat 9am-2pm,June 15-October 26,M,Y,N,N,Y,41.19423,-74.18448,POINT (-74.18448 41.19423)
Orleans,Canal Village Farmers' Market,127 West Center St. Medina,345 Main St.,Medina,NY,14103,Gail Miller,5857983904,,Sat 9am-2pm,June 1-October 26,M,Y,Y,Y,Y,43.22187,-78.38667,POINT (-78.38667 43.22187)
Orleans,Canal Village Winter Farmers' Market,345 North Main St.  Medina,345 North Main St,Medina,NY,14103,Gail Millard,3154089752,,Sat 9am-1pm,Nov 4-May 30,X/W/P,N,Y,Y,Y,43.22187,-78.38667,POINT (-78.38667 43.22187)
Orleans,Navarras Farm Market and Greenhouses,3272 Eagle Harbor Rd Albion,3272 Eagle Harbor Road,Albion,NY,14411,Amanda Mrzyuka,5855894674,http://navarrasfarmmarketandgreenhouses.net,"Mon-Sat 9am-6pm, Sun 9am-5pm",Year-Round,YR,Y,N,N,Y,43.18941,-78.25422,POINT (-78.25422 43.18941)
Orleans,Panek's Farm Stand,13420 W County House Rd Albion,13420 W County House Rd.,Albion,NY,14411,Kerry Panek,5855896155,http://www.panekspickinpatch.com,"Mon-Sat 9am-5pm, Sun 10am-5pm",June 10-October 30,M,Y,N,N,Y,43.21866,-78.2551,POINT (-78.2551 43.21866)
Orleans,Roberts Farm Market,11170 Maple Ridge Rd Medina,11170 Maple Ridge Rd.,Medina,NY,14103,Margaret Roberts,5857984247,http://www.robertsfarmmarket.com,"Winter Hrs Tue-Sat 9a-5p, Dec-April",Year-round,YR,N,N,N,Y,43.20679,-78.40098,POINT (-78.40098 43.20679)
Oswego,Fulton Farmers' Market,"Canalview Mall Parking Lot , Off Route 41 Fulton",Canalview Mall,Fulton,NY,13069,Taylor Davis,3153437681,http://www.oswegofultonchamber.com,Sat 8am-12pm,June 8-October 12,M,Y,Y,N,Y,43.3111,-76.40499,POINT (-76.40499 43.3111)
Oswego,Godfrey's Last Stand Farm Stand,1232 State Route 264 Phoenix,1232 State Route 264,Phoenix,NY,13135,Roberta and Josephine Godfrey,3155937291,,Daily 10am-4pm,May 10-December 20,P/M/X,Y,Y,N,Y,43.31155,-76.29001,POINT (-76.29001 43.31155)
Oswego,Guppy's Berry Farm Farm Stand,512 County Route 26 West Monroe,512 County Route 26,West Monroe,NY,13617,Elaine Guppy,3156257920,http://www.guppysberryfarmllc.com,Tue-Sun 9am-4pm,July 23-October 1,M,Y,N,N,Y,43.35052,-76.03094,POINT (-76.03094 43.35052)
Oswego,Oswego Farmers' Market,West 1st btwn Bridge & W Oneida St,West Bridge St and West 1st St,Oswego,NY,13126,Taylor Davis,3153437681,http://www.oswegofultonchamber.com,Thu 4pm-8pm,June 13-October 10,M,Y,Y,N,Y,43.45656,-76.51127,POINT (-76.51127 43.45656)
Oswego,Pulaski Farmers' Market,"South Park, 3 Bridge St.",3 Bridge St.,Pulaski,NY,13142,Jessie Kling,3155295705,http://www.pulaskifarmersmarket.com,Fri 4pm-8pm,June 7-September 27,M,Y,N,N,Y,43.56621,-76.12843,POINT (-76.12843 43.56621)
Otsego,Clapper's Maple Ridge Ranch Farm Stand,184 Lower Reservoir Rd Oneonta,184 Lower Reservoir Road,Oneonta,NY,13820,Dana Clapper,6073433527,,"Mon-Fri 3pm-6pm, Sat-Sun 10am-6pm",June 1-October 27,M,Y,N,N,Y,42.48399,-75.04198,POINT (-75.04198 42.48399)
Otsego,Cooperstown Saturday Farmers' Market,101 Main St. in Pioneer Alley near Keybank,101 Main St,Cooperstown,NY,13326,Alex Webster,6075476195,http://www.cooperstownfarmersmarket.org,Sat 9am-2pm,Year-round,YR,Y,Y,N,Y,42.70001,-74.92526,POINT (-74.92526 42.70001)
Otsego,Cooperstown Tuesday Farmers' Market,101 Main Street in Pioneer Alley near Keybank,101 Main Street,Cooperstown,NY,13326,Alex Webster,6075476195,http://www.cooperstownfarmersmarket.org,Tue 12pm-4pm,July 2-September 24,M,Y,Y,N,Y,42.70063,-74.92524,POINT (-74.92524 42.70063)
Otsego,Morris Farmers' Market,"Guy Rathbon Park 117 Main St., behind Firehouse",Main St and Church St,Morris,NY,13808,Kristina Shields,6072635203,,Thu 2:30pm-5:30pm,May 23-October 31,P/M,Y,N,N,Y,42.54813,-75.24686,POINT (-75.24686 42.54813)
Otsego,Oneonta Farmers' Market,Dietz Street,Dietz Street,Oneonta,NY,13820,Meg Kennedy,6074342407,http://www.oneontafarmersmarket.org,Sat 9am-12pm,Year-round,YR,Y,N,N,Y,42.45644,-75.06295,POINT (-75.06295 42.45644)
Otsego,Richfield Springs Area Sat Farmers' Market,"Spring Park Main St. (Rt. 20), across from Post Office",Main St and Church St,Richfield Springs,NY,13439,Holly Pullis,3157505847,,Sat 9am-1pm,June 15-October 26,M,Y,N,N,Y,42.85359,-74.98476,POINT (-74.98476 42.85359)
Queens,Corona Greenmarket,Roosevelt Ave and 103rd St,103-28 Roosevelt Ave,Corona,NY,11368,Iliana Garcia,2127887900,http://www.grownyc.org/greenmarket,Fri 8am-3pm,June 14-November 22,M,Y,Y,N,Y,40.74994,-73.86221,POINT (-73.86221 40.74994)
Queens,Cunningham Park Farmers' Market,"19600 Union Tpke, Fresh Meadows, NE corner parking lot near 196th Pl",19600 Union Turnpike,Queens,NY,11366,Dacotah Rousseau,9149234837,http://www.downtoearthmarkets.com,Sun 9am-2pm,April 21-December 22,P/M/X,Y,Y,N,Y,40.73087,-73.77457,POINT (-73.77457 40.73087)
Queens,Elmhurst Hospital Greenmarket,41st Ave btwn 80th & 81st St,79-11 41st Avenue,Elmhurst,NY,11373,Iliana Garcia,2127887900,http://www.grownyc.org,Tue 8am-3pm,June 11-November 26,M,Y,Y,N,Y,40.74584,-73.88622,POINT (-73.88622 40.74584)
Queens,Flushing Greenmarket,Sanford Ave & Union St (Bowne Park),42-45 Kissena Boulevard,Flushing,NY,11355,Iliana Garcia,2127887900,https://www.grownyc.org/farmstands,Wed 8am-3pm,July 3-November 27,M,Y,Y,N,Y,40.75663,-73.82554,POINT (-73.82554 40.75663)
Queens,Forest Hills Greenmarket,Queens Blvd & 70th Ave,106-28 Queens Blvd.,Queens,NY,11375,Iliana Garcia,2127887900,http://www.grownyc.org/greenmarket/queens/forest-hills,Sun 8am-2pm,Year-Round,YR,Y,Y,N,Y,40.72193,-73.84676,POINT (-73.84676 40.72193)
Queens,Forest Park GrowNYC Farm Stand,Myrtle Ave and Park Lane South Richmond Hill,Myrtle Ave,Richmond Hill,NY,11418,Meredith Clark,,https://www.grownyc.org/farmstands,Sat 8:30am-2pm,July 6-November 23,M,Y,Y,N,Y,40.70109,-73.84191,POINT (-73.84191 40.70109)
Queens,Jackson Heights Greenmarket,34th Ave & 79th St,78-99 34th Ave,Jackson heights,NY,11372,Iliana Garcia,2127887900,http://www.grownyc.org/greenmarket/queens/jackson-heights,Sun 8am-3pm,Year-round,YR,Y,Y,N,Y,40.7535,-73.88791,POINT (-73.88791 40.7535)
Queens,Perez Farm Stand-Jamaica Hospital,134-20 Jamaica Ave Queens,134-20 Jamaica Ave,Queens,NY,11418,Javier or Estella Perez,8453810399,,Wed 10am-4pm,June 19-November 20,M,Y,Y,N,Y,40.70222,-73.81767,POINT (-73.81767 40.70222)
Queens,Ridgewood GrowNYC Farm Stand,Cypress Ave & Myrtle Ave,Myrtle Ave and Cypress Ave,Ridgewood,NY,11385,Meredith Clark,,https://www.grownyc.org/farmstands,Sat 9am-1:30pm,July 6-November 23,M,Y,Y,N,Y,40.70011,-73.90619,POINT (-73.90619 40.70011)
Queens,Sunnyside Greenmarket,Skillman Ave & 43rd St,41-15 Skillman Ave,Sunnyside,NY,11104,Iliana Garcia,2127887900,http://www.grownyc.org/greenmarket/queens/sunnyside,Sat 8am-3pm,Year-round,YR,Y,Y,N,Y,40.74714,-73.92242,POINT (-73.92242 40.74714)
Rensselaer,Capital Roots Produce Market,598 River Street Troy,594 River Street,Troy,NY,12180,Lucy LaFave,5182748685,http://www.capitalroots.org/urban-grow-center-market/,"Tue-Fri 10am-7pm, Sat 10am-4pm",Year-round,YR,Y,Y,N,Y,42.74208,-73.68525,POINT (-73.68525 42.74208)
Rensselaer,Troy Waterfront Farmers' Market,River St. Troy,282 River St,Troy,NY,12180,Stephen Ridler,5187084216,http://www.troymarket.org,Sat 9am-2pm,May 4-October 26,P/M,Y,Y,Y,Y,42.73212,-73.69062,POINT (-73.69062 42.73212)
Rensselaer,Troy Waterfront WINTER Farmers' Market,"Troy Atrium, 49 4th St Troy",865 2nd Avenue,Troy,NY,12182,Stephen Ridler,5187084216,http://www.troymarket.org,Sat 9am-2pm,November 2-April 26,M/X/W/P,N,Y,Y,Y,42.73196,-73.68893,POINT (-73.68893 42.73196)
Rensselaer,Veggie Mobile Sprout-Burns Apts,720 Federal St. Troy,720 Federal Street,Troy,NY,12180,Lucy LaFave,5182748685,http://www.capitalroots.org,Thu 12:30pm-1:15pm,Year-round,YR,Y,Y,N,Y,42.733148,-73.684555,POINT (-73.684555 42.733148)
Rensselaer,Veggie Mobile Sprout-Edward A. Kane Apts,5 115th Street Troy,5 115th Street,Troy,NY,12182,Lucy LaFave,5182748685,http://www.capitalroots.org,Thu 11am-11:45am,Year-round,YR,Y,Y,N,Y,42.7748,-73.67761,POINT (-73.67761 42.7748)
Rensselaer,Veggie Mobile Sprout-Lansingburgh Apts,41 114th Street Troy,41 114th Street,Troy,NY,12182,Lucy LaFave,5182748685,http://www.capitalroots.org,Wed 2:30pm-3:15pm,Year-round,YR,Y,Y,N,Y,42.77223,-73.67258,POINT (-73.67258 42.77223)
Rensselaer,Veggie Mobile Sprout-Monument Square Apts,2  1st Street #1 Troy,1st Street #1,Troy,NY,12180,Lucy LaFave,5182748685,http://www.captialroots.org,Tue 12:15pm-12:45pm,Year-round,YR,Y,Y,N,Y,42.73123,-73.69261,POINT (-73.69261 42.73123)
Rensselaer,Veggie Mobile Sprout-O'Neil Apts,2121 6th Ave. Troy,2121 6th Ave.,Troy,NY,12180,Lucy LaFave,5182748685,http://www.capitalroots.org,Wed 3:30pm-4:15pm,Year-round,YR,Y,Y,N,Y,42.73436,-73.68587,POINT (-73.68587 42.73436)
Rensselaer,Veggie Mobile Sprout-Watervliet Public Library,1501 Broadway #1,1501 Broadway,Watervliet,NY,12189,Lucy LaFave,5182748685,http://www.capitalroots.org,Thu 2:30pm-3:30pm,Year-round,YR,Y,Y,N,Y,42.72629,-73.70008,POINT (-73.70008 42.72629)
Rensselaer,Veggie Mobile-Kennedy Towers Apts,100 6th Ave Troy,100 6th Avenue,Troy,NY,12180,Lucy LaFave,5182748685,http://www.capitalroots.org,Thu 2:45pm-3:45pm,Year-round,YR,Y,Y,N,Y,42.75592,-73.67956,POINT (-73.67956 42.75592)
Rensselaer,Veggie Mobile-Renwick Place Apts,18 4th Ave Rensselaer,18 4th Ave,Rensselaer,NY,12144,Lucy LaFave,5182748685,http://www.capitalroots.org,Thu 11:45am-12:30pm,Year-round,YR,Y,Y,N,Y,42.63925,-73.73936,POINT (-73.73936 42.63925)
Rensselaer,Veggie Mobile-Van Rensselaer Heights,460 Forbes Ave Rensselaer,460 Forbes Avenue,Rensselaer,NY,12144,Lucy LaFave,5182748685,http://www.capitalroots.org,Thu 10:45am-11:30am,Year-round,YR,Y,Y,N,Y,42.65953,-73.73008,POINT (-73.73008 42.65953)
Richmond,Children's Aid-Goodhue Center,304 Prospect Ave Staten Island,304 Prospect Avenue,Staten Island,NY,10301,Giovanna Bernal,6466304515,http://childrensaidnyc.org,Tue 1pm-3:30pm,June 4-November 5,M,Y,Y,N,Y,40.63794,-74.0979,POINT (-74.0979 40.63794)
Richmond,St George Greenmarket,St Marks Pl & Hyatt St,35 Hyatt Street,Staten Island,NY,10301,Iliana Garcia,2127887900,http://www.grownyc.org/greenmarket/staten-island/saint-george,Sat 8am-1pm,Year-round,YR,Y,Y,N,Y,40.64159,-74.07791,POINT (-74.07791 40.64159)
Richmond,Staten Island Mall Greenmarket,Marsh Ave & Ring Rd,77 Marsh Avenue,Staten Island,NY,10314,Iliana Garcia,2127887900,http://www.grownyc.org/greenmarket,Sat 8am-2pm,June 8-November 23,M,Y,Y,N,Y,40.58333,-74.16089,POINT (-74.16089 40.58333)
Rockland,Cropsey Community Farm Stand,220 S Little Tor Rd New City,220 South Little Tor Rd,New City,NY,10956,Sophie Vranian,8456343167,http://www.rocklandfarm.org,"Thu-Fri 10am-6pm, Sat 9am-2pm",April 20-November 30,P/M,Y,N,N,Y,41.13216,-74.0019,POINT (-74.0019 41.13216)
Rockland,Haverstraw Farmers' Market,40 New Main St. Haverstraw Village Hall,New Main St and Maple Ave,Haverstraw,NY,10927,Elaine Fernandez,8454290300,,Sun 9am-1pm,June 16-November 3,M,Y,N,N,Y,41.19639,-73.96645,POINT (-73.96645 41.19639)
Rockland,J & D Farm Stand,24 Chestnut St. Spring Valley,24 Chestnut St.,Spring Valley,NY,10977,Javier Perez Jr,8459786458,,Wed 10am-5pm,June 5-October 30,M,Y,N,N,Y,41.10984,-74.04673,POINT (-74.04673 41.10984)
Rockland,Nyack Farmers' Market,119 Main St Municipal Parking Lot,Main St and Franklin St,Nyack,NY,10960,Bill Batson,8453532221,http://www.nyackchamber.org,Thu 8am-2pm,Year-round,YR,Y,N,N,Y,41.09154,-73.9216,POINT (-73.9216 41.09154)
Rockland,Perez Farm Stand-Monsey,40 Robert Pitt Dr,40 Robert Pitt Dr,Monsey,NY,10952,Javier or Estella Perez,8453810399,,Sun 10am-3pm,June 16-November 10,M,Y,Y,N,Y,41.11129,-74.06488,POINT (-74.06488 41.11129)
Saratoga,Ballston Spa Saturday Farmers' Market,Wiswall Park,6 Charlton st.,Ballston Spa,NY,12020,Steve Miraglia,5135324191,https://www.ballston.org/category/farmers-market,Sat 9am-1pm,June 15-October 5,M,Y,N,N,Y,43.00221,-73.85507,POINT (-73.85507 43.00221)
Saratoga,Ballston Spa Thursday Farmers' Market,Wiswall Park,"Wiswall Park, Front Street",Ballston Spa,NY,12020,Steve Miraglia,5135324191,https://www.ballston.org/category/farmers-market,Thu 4pm-7pm,June 20-October 3,M,Y,N,N,Y,43.00241,-73.85154,POINT (-73.85154 43.00241)
Saratoga,Bowman Orchards Farm Stand,147 Sugar Hill Rd Rexford,141 Sugarhill Road,Rexford,NY,12148,Katie Bowman-Oathout,5183712042,http://www.bowmanorchards.com,Daily 9am-5pm,May 1-December 20,P/M/X,Y,N,N,Y,42.81576,-73.83953,POINT (-73.83953 42.81576)
Saratoga,Halfmoon Farmers' Market,"Harris Road, Abele Memorial Park",Harris Road,Halfmoon,NY,12065,Jennifer Harrell,5183717410,,Wed 3pm-6pm,Year-round,YR,Y,N,N,Y,42.85348,-73.72559,POINT (-73.72559 42.85348)
Saratoga,My Other Garden Farm Stand,2192 Cook Rd Ballston Lake,2192 Cook Road,Ballston Lake,NY,12019,Maria Matthews,5188825416,,Wed-Mon 10am-6pm,June 1-November 30,M,Y,N,N,Y,42.97542,-73.99127,POINT (-73.99127 42.97542)
Saratoga,Saratoga Farmers' Market-Saturday,112 High Rock Ave Saratoga Springs,112 High Rock Avenue,Saratoga Springs,NY,12866,Phyllis Underwood,5188128649,http://www.saratogafarmersmarket.org,Sat 9am-1pm,May 4-October 26,P/M,Y,Y,Y,Y,43.08653,-73.77965,POINT (-73.77965 43.08653)
Saratoga,Saratoga Farmers' Market-Wednesday,112 High Rock Avenue Saratoga Springs,112 High Rock Avenue,Saratoga Springs,NY,12866,Phyllis Underwood,5188128649,http://www.saratogafarmersmarket.org,Wed 3pm-6pm,May 1-October 30,P/M,Y,Y,Y,Y,43.08653,-73.77965,POINT (-73.77965 43.08653)
Saratoga,Spa City Farmers' Market,"65 South Broadway Saratoga Spa St Pk, Lincoln Bath House Building",65 South Broadway,Saratoga Springs,NY,12866,Colleen Zorbas,5183390958,http://www.spacityfarmersmarket.com,Sun 10am-2pm,Year-round,YR,N,N,N,Y,43.06474,-73.78876,POINT (-73.78876 43.06474)
Saratoga,Stillwater Farmers' Market,"662 Hudson Ave. , Stillwater Public Library",662 Hudson Ave.,Stillwater,NY,12170,Autumn Carpenter,5187019756,,Tue 3pm-6pm,May 7-October 29,M,Y,N,N,Y,42.93756,-73.65848,POINT (-73.65848 42.93756)
Saratoga,The Farmer's Wagon Farm Stand,534 Grooms Rd Clifton Park,Grooms Road & Moe Road,Clifton Park,NY,12065,Kevin Bowman,5183712042,,Daily 9am-6pm,May 1-October 20,P/M,Y,N,N,Y,42.84034,-73.79385,POINT (-73.79385 42.84034)
Schenectady,Schenectady City Hall Farmers' Market,105 Jay St City Hall,105 Jay Street,Schenectady,NY,12305,Steve Feeney,5183862225,http://www.schenectadycounty.com/farmersmarket,Thu 9:30am-1:30pm,May 9-October 31,P/M,Y,Y,Y,Y,42.81378,-73.94032,POINT (-73.94032 42.81378)
Schenectady,Schenectady Greenmarket,Franklin St and Jay St. near City Hall,Franklin St and Jay St,Schenectady,NY,12305,Cheryl Whilby,5189860318,http://www.schenectadygreenmarket.org,Sun 10am-2pm,April 14-November 24,P/M,Y,Y,N,Y,42.81372,-73.94015,POINT (-73.94015 42.81372)
Schenectady,Schenectady WINTER Greenmarket,Proctors Theater 432 State St.,432 State St.,Schenectady,NY,12305,Cheryl Whilby,5189860318,http://www.schenectadygreenmarket.com,Sun 10am-2pm,"December 1-April 13, 2025",X/W/P,N,Y,N,Y,42.812373,-73.941802,POINT (-73.941802 42.812373)
Schenectady,Veggie Mobile-Parkside View Apts,602 Craig St Schenectady,602 Craig Street,Schenectady,NY,12307,Lucy LaFave,5182748685,http://www.captialroots.org,Fri 2:15pm-3pm,Year-round,YR,N,Y,N,Y,42.80323,-73.93741,POINT (-73.93741 42.80323)
Schenectady,Veggie Mobile-Summit Towers,720 Albany St Schenectady,720 Albany street,Schenectady,NY,12307,Lucy LaFave,5182748685,http://www.capitalroots.org,Fri 1:30pm-2pm,Year-round,YR,Y,Y,N,Y,42.80923,-73.93822,POINT (-73.93822 42.80923)
Schenectady,Veggie Mobile-Ten Eyck Apts,375 Broadway Schenectady,375 Broadway,Schenectady,NY,12305,Lucy LaFave,5182748685,http://www.capitalroots.org,Fri 3:15pm-4pm,Year-round,YR,Y,Y,N,Y,42.80919,-73.94511,POINT (-73.94511 42.80919)
Schoharie,Barber Family Farm Stand,3617 State Route 30 Middleburgh,3617 State Route 30,Fulton,NY,12122,Sarah Hooper,5188275454,http://www.barbersfarm.com,"Tue-Sun 9am-5:30pm, Winter hrs  Sat-Sun 9:30am-3pm",Year-round,YR,Y,Y,N,Y,42.58123,-74.39189,POINT (-74.39189 42.58123)
Schoharie,Parsons Vegetable Farm Farm Stand,756 US Highway 20 Sharon Springs,756 US Highway 20,Sharon Springs,NY,13459,Kenyon Parsons,5182842330,,"Mon-Fri 10am-6pm, Sat-Sun 10am-7pm",April 15-December 15,P/M/X,Y,N,N,Y,42.78332,-74.60004,POINT (-74.60004 42.78332)
Schoharie,Schoharie County Festival Farmers' Market,"127 Kenyon Rd, Cobleskill",127 Kenyon Rd,Cobleskill,NY,12043,Kimberly Witkowski,5182547040,,Sat 10am-2pm,July 6-October 26,M/X,Y,Y,Y,Y,42.68283,-74.44221,POINT (-74.44221 42.68283)
Schoharie,Schoharie Valley Farms Farm Stand,"""The Carrot Barn"", 5605 State Route 30",5605 State Route 30,Schoharie,NY,12157,Shirley Ball,5182957139,http://www.schoharievalleyfarms.com,Daily 9am-6pm,Year-round,YR,N,Y,N,Y,42.68477,-74.29692,POINT (-74.29692 42.68477)
Schuyler,Montour Falls Farmers' Market,301 Clawson Blvd.,301 Clawson Boulevard,Montour Falls,NY,14865,Jessica Westlake,6077426798,http://www.montourfallsfarmersmarket.com,Thu 4pm-7pm,June 13-October 10,M,Y,Y,N,Y,42.34629,-76.84783,POINT (-76.84783 42.34629)
Seneca,Ovid Farmers Market,Village Park at The Three Bears Complex,Main Street,Ovid,NY,14521,Candace Riegel,3155399251,,Thu 3pm-6pm,June 13-August 29,M,Y,Y,N,Y,42.67552,-76.82293,POINT (-76.82293 42.67552)
Seneca,Seneca Falls Farmers' Market,15 Water St. People's Park,Water St and Bridge St,Seneca Falls,NY,13148,Gregg Zellers,3158782639,http://www.senecamarket.com,Tue 2pm-6pm,June 11-October 1,M,Y,Y,N,Y,42.91008,-76.80086,POINT (-76.80086 42.91008)
St. Lawrence,Canton Friday Farmers' Market,Village Green Park 17 Park St at Main St.,Village Green Park  Main St.,Canton,NY,13617,Carlene Doane,3156058133,http://www.gardenshare.org,Fri 9am-2pm,May 10-October 25,P/M,Y,Y,N,Y,44.59564,-75.16728,POINT (-75.16728 44.59564)
St. Lawrence,Canton Tuesday Farmers' Market,Village Green Park 17 Park st at Main St.,Main St and Park St,Canton,NY,13617,Carlene Doane,3156058133,http://www.gardenshare.org,Tue 9am-2pm,May 14-October 29,P/M,Y,Y,N,Y,44.59564,-75.16921,POINT (-75.16921 44.59564)
St. Lawrence,Gouverneur Farmers' Market,East Main Street Park,East Main Street and Village Park,Gouverneur,NY,13642,Carlene Doane,3156058133,http://www.gouverneurchamber.net,Thu 9am-2pm,June 1-October 26,M,Y,Y,N,Y,44.33871,-75.45766,POINT (-75.45766 44.33871)
St. Lawrence,Hammond Farmers' and Artisans Market,"Hammond Museum , 14 N Main St. Route 37",14 North Main Street,Hammond,NY,13646,Lori Thistle,3153245032,,Wed 3pm-6pm,June 12-September 11,M,Y,Y,N,Y,44.45118,-75.69312,POINT (-75.69312 44.45118)
St. Lawrence,Martin's Farm Stand,11 Needham Rd. Potsdam,11 Needham Rd.,Potsdam,NY,13676,Daniel Martin,3152651246,http://www.martinsfarmstand.com,Tues-Sat 10am-6pm,Year-Round,YR,Y,Y,N,Y,44.67107,-74.90401,POINT (-74.90401 44.67107)
St. Lawrence,Massena Farmers and Artisans Co-op-Sunday,Tractor Supply 105 Harte Haven Plaza,105 Harte Haven Plaza,Massena,NY,13662,Wendy Chapman,3157057935,,Sun 10am-2pm,June 30-September 29,M,Y,Y,N,Y,44.92199,-74.88432,POINT (-74.88432 44.92199)
St. Lawrence,Potsdam Farmers' Market,Main St near Ives Park adjacent to Clarkson Inn,Main St and Union St,Potsdam,NY,13676,Carlene Doane,3156058133,http://www.gardenshare.org,Sat 9am-2pm,May 11-October 26,P/M,Y,N,N,Y,44.66865,-74.98493,POINT (-74.98493 44.66865)
Steuben,Bath Wednesday Farmers' Market,Pulteney Square Park Steuben St.,Steuben St and Liberty St,Bath,NY,14810,Hazel Buck,6077943494,,Wed 9am-2pm,May 3-October 25,P/M,Y,N,N,Y,42.33353,-77.31842,POINT (-77.31842 42.33353)
Steuben,Lowery Family Farms Farm Stand,8295 Route 415 Campbell,8295 Route 415,Campbell,NY,14821,Kyle Lowery,6073689197,http://www.loweryfamilyfarms.com,Daily 9am-5pm,Year-round,YR,N,Y,N,Y,42.26157,-77.20976,POINT (-77.20976 42.26157)
Steuben,Painted Post Farmers' Market,Erwin Museum 277 Steuben St,277 Steuben Street,Painted Post,NY,14870,Cathy Halm,6075278730,,Sat 10am-2pm,June 1-November 2,M,Y,N,N,Y,42.16134,-77.0919,POINT (-77.0919 42.16134)
Suffolk,Bethel Hobbs Community Farm Stand,178 Oxhead Rd Centereach,178 Oxhead Road,Centereach,NY,11720,Ann Pellegrino,6317741556,http://www.hobbsfarm.info,Sat 10am-3pm,June 15-October 19,P/M,Y,N,N,Y,40.872,-73.09635,POINT (-73.09635 40.872)
Suffolk,Dobler Farm Stand,1989 Deer Park Avenue,1989 Deer Park Avenue,Deer Park,NY,11729,Erika Dobler,5169651568,,Daily 9am-5pm,May 1-November 28,P/M,Y,Y,N,Y,40.76618,-73.33076,POINT (-73.33076 40.76618)
Suffolk,Islip Farmers' Market,"655 Main St, Town Hall Pkg lot Rt 27A",655 Main Street,Islip,NY,11751,Ethel Terry,6314668939,http://www.longislandgrowersmarket.com,Sat 7am-12pm,June 1-November 23,M,Y,N,N,Y,40.72975,-73.21077,POINT (-73.21077 40.72975)
Suffolk,John Gardiner Farm Stand,900 Park Ave Huntington,900 Park Avenue,Huntington,NY,11743,Erika Dobler,5169651568,,Daily 10am-5pm,July 1-October 31,M,Y,N,N,Y,40.85099,-73.38016,POINT (-73.38016 40.85099)
Suffolk,Montauk Farmers' Market,Village Green 743 Montauk Hwy,742 Montauk Hwy,Montauk,NY,11954,Mariah Miltier,6316682428,https://montaukchamber.com/montauk-farmers-market/,Thu 9am-2pm,May 16-October 3,M,Y,N,N,Y,41.03436,-71.94424,POINT (-71.94424 41.03436)
Suffolk,Schneider's Farm Stand,316 Old Country Rd Melville,316 Old Country Road,Melville,NY,11747,Mary Schneider,6316735844,http://www.schneidersfarmmelville.com,Daily 9am-5pm,June 1-November 30,M,Y,N,N,Y,40.80186,-73.39911,POINT (-73.39911 40.80186)
Sullivan,Callicoon Farmers' Market,"Callicoon Creek Park , 29 Dorrer Drive",29 Dorrer Drive,Callicoon,NY,12723,Eugene Thalmann,6313327948,http://www.callicoonfarmersmarket.org,Sun 11am-2pm,April 7-November 24,P/M,Y,Y,Y,Y,41.76559,-75.05797,POINT (-75.05797 41.76559)
Sullivan,Callicoon WINTER Farmers' Market,"Delaware Youth Center, 8 Creamery Road Callicoon",8 Creamery Road,Callicoon,NY,12723,Eugene Thulmann,6313327948,http://callicoonfarmersmarket.org/,Sun 11am-2pm,December-March,X/W,N,Y,N,Y,41.76418,-75.05712,POINT (-75.05712 41.76418)
Sullivan,Kauneonga Lake Farmers' Market,Village Square 3594 State Rt 55,3597 State Route 55,Kauneonga Lake,NY,12749,Moreen Lerner,9082026033,http://www.kauneongalakefarmersmarket.org,Sat 11am-2pm,June 29-September 7,M,Y,N,N,Y,41.68587,-74.83132,POINT (-74.83132 41.68587)
Sullivan,Liberty Farmers' Market,119 N Main St Creekside Park,119 N Main St,Liberty,NY,12754,Eugene Thalmann,6313327948,https://www.catskillmountainkeeper.org/mountainkeeper_markets,Fri 3pm-6pm,June 21-September 13,M,Y,Y,N,Y,41.80129,-74.74684,POINT (-74.74684 41.80129)
Sullivan,Livingston Manor Farmers' Market,62 Main St,Main Street Green Space Lawn,Livingston Manor,NY,12758,Maria Bivins,8457072723,,Sun 10am-2pm,May 26-October 13,M,Y,N,N,Y,41.90119,-74.82754,POINT (-74.82754 41.90119)
