Year,County,Municipality,DEC ID,Facility Name,SIC Code,VOC (tons),NOx (tons),CO (tons),CO2 (tons),Particulates (tons),PM10 (tons),PM2.5 (tons),HAPS (tons),SO2 (tons),Location
2014,ORANGE,NEWBURGH,3334600075,ROSETON GENERATING STATION,4911,9.57,315.85,117.49,299336.6,21.37,7.2,13.5,0,607.8,POINT (-74.01023 41.49994)
2021,ORANGE,NEWBURGH,3334600011,DANSKAMMER GENERATING STATION,4911,0.43,7.96,1.58,7037.82,0.46,0,0.46,0.11,0.09,POINT (-74.01023 41.49994)
2012,WYOMING,ARCADE,9562000040,API AIRTECH,3443,0.8,0.41,0.17,506.34,0.07,0.04,0,0,0,POINT (-78.42825 42.53383)
2021,NASSAU,ROCKVILLE CTR,1282000753,ROCKVILLE CENTRE POWER PLANT,4911,0.09,1.55,0.46,528.62,0.1,0.02,0.08,0.01,0,POINT (-73.64547 40.65931)
2013,QUEENS,QUEENS (6301),2630100084,POLETTI POWER PROJECT,4911,16.06,87.19,3.69,1461080.13,20,20,19.7,0,8.35,POINT (-73.82999 40.714)
2014,WESTCHESTER,CORTLANDT,3552200087,CONTINENTAL BUCHANAN LLC,3275,23.56,21.8,104.78,66010.62,151.81,1.91,0.45,0,1,POINT (-73.90851 41.22952)
2018,QUEENS,ASTORIA,2630100084,NYPA - ASTORIA CAMPUS,4911,2.45,82.16,10.25,965593.7,11.07,0.11,0.01,0,5.13,POINT (-73.93014 40.77205)
2022,NIAGARA,LOCKPORT,9292000008,TENNESSEE GAS PIPELINE CO COMPRESSOR STATION 230-C,4922,1.44,32.1,36.95,64253.57,3.9,0.14,3.6,0.7,0.6,POINT (-78.69511 43.16926)
2019,KINGS,BROOKLYN,2610300158,NEW YORK PRESBYTERIAN BROOKLYN METHODIST HOSPITAL,8062,0.61,13.9,11.35,16064.75,0.01,0.04,1.01,0,0.12,POINT (-73.99036 40.69245)
2014,ONEIDA,SHERRILL,6301400011,STERLING ENERGY FACILITY,4931,0.22,11.1,1.79,11545.38,0.7,0,0.7,0,0.36,POINT (-75.5974 43.07585)
2017,QUEENS,FOREST HILLS,2630600111,PARKER TOWERS,6513,0,0,0,0,0,0,0,0,0,POINT (-73.84791 40.72267)
2020,SUFFOLK,SOUTH YAPHANK,1472204426,CAITHNESS LONG ISLAND ENERGY CENTER,4911,15.6,47.88,13.44,832002.77,11.79,0,11.79,0,4.51,POINT (-72.93457 40.84232)
2010,STEUBEN,BATH,8462400031,NEW BATH LANDFILL,4953,0.25,3.81,71.53,11253.55,1.62,0,0,0.75,0.87,POINT (-77.31785 42.33799)
2020,SUFFOLK,HOLTSVILLE,1472200105,HOLTSVILLE GT FACILITY,4911,1.53,168.71,1.24,57346.37,12.03,12,0,0,0.54,POINT (-73.04096 40.81487)
2019,WESTCHESTER,YONKERS,3551800222,SAINT JOHN'S RIVERSIDE HOSPITAL,8062,0.48,7.16,3.06,5565.51,0,0,1.56,0,0.02,POINT (-73.89874 40.93299)
2018,ALBANY,ALBANY,4010100122,NYS OGS SHERIDAN STEAM PLANT,4961,4.23,70.22,62.66,88990.96,5.77,0.14,5.63,0,0.57,POINT (-73.75521 42.65155)
2015,DUTCHESS,EAST FISHKILL,3132800025,GLOBALFOUNDRIES EAST FISHKILL FACILITY-HUDSON VALLEY RESEARCH PARK,3674,18.37,25.42,50,64706.63,10.44,0.01,3.93,2.7,4.94,POINT (-73.79569 41.55343)
2019,OSWEGO,OSWEGO,7355600001,NOVELIS CORPORATION,3353,40.56,166.04,125.83,200097.57,128.6,19.65,4.1,33.31,1.43,POINT (-76.51119 43.45646)
2020,KINGS,BROOKLYN,2610500263,STARRETT CITY POWER PLANT,6514,10.23,158.15,78.54,102264.44,5.97,2.15,3.78,0,0.79,POINT (-73.99036 40.69245)
2014,ROCKLAND,HAVERSTRAW,3392200003,BOWLINE GENERATING STATION,4911,34.04,1112.21,231.95,972077.59,58.91,0,57.84,0,146.41,POINT (-73.96471 41.19654)
2018,ONTARIO,CANANDAIGUA,8322400108,PACTIV LLC,3086,294.73,3.5,2.82,3983.32,7.59,0.28,6.91,0,0.03,POINT (-77.28094 42.88809)
2022,ONONDAGA,SYRACUSE,7313200009,CHEMTRADE SOLUTIONS SYRACUSE,2819,0.57,43.27,8.57,16304.09,5.1,0,0.75,0.13,0.06,POINT (-76.14738 43.05042)
2010,NIAGARA,LOCKPORT,9292600016,LOCKPORT COGENERATION FACILITY,4931,0.83,35.29,5.91,34656.76,0,0,0,0,0,POINT (-78.69511 43.16926)
2011,QUEENS,QUEENS (6308),2630800096,CALPINE JFK ENERGY CENTER,4931,5.18,60.91,28.58,271336.45,15.52,15.52,15.52,0,6.63,POINT (-73.82999 40.714)
2018,ONEIDA,UTICA,6301600048,ONEIDA CO WATER POLLUTION CONTROL PLANT,4952,3.1,11.16,4.3,9141.32,0.95,0.92,0,0.09,7.86,POINT (-75.24258 43.09589)
2012,SUFFOLK,BROOKHAVEN,1472200926,RICHARD M FLYNN POWER PLANT,4931,7,151.35,2.75,585673.1,3.95,3.95,3.95,0,6.1,POINT (-72.91224 40.7737)
2016,KINGS,BROOKLYN,2610100055,KM PHOENIX HOLDINGS LLC - BROOKLYN TERMINAL,5171,22.06,0,0,0.13,0,0,0,0,0,POINT (-73.99036 40.69245)
2012,NASSAU,NORTH HEMPSTEAD,1282200248,NORTH SHORE UNIVERSITY HOSPITAL,8062,1.34,19.76,14.81,19775.83,1.6,1.59,1.55,0.31,0.97,POINT (-73.69935 40.79657)
2020,OSWEGO,OSWEGO,7355600001,NOVELIS CORPORATION,3353,25.04,147.96,111.21,176788.46,0,86.35,16.86,30.13,3.3,POINT (-76.51119 43.45646)
2019,MONROE,BERGEN,8264800014,MILL SEAT LANDFILL,4953,31.75,135.8,831.9,101813.64,0,0,7.07,3.42,6.69,POINT (-77.94359 43.08145)
2014,ERIE,TONAWANDA,9146400090,NOCO ENERGY CORP - TONAWANDA,5171,10.03,4.4,3.6,5082.84,0.34,0,0.32,0,0.03,POINT (-78.88617 43.01888)
2020,SUFFOLK,NORTHPORT,1472600130,NORTHPORT POWER STATION,4911,92.71,864.36,1296.65,1892814.88,123.54,6.45,116.26,0,58.08,POINT (-73.34312 40.90128)
2012,ONTARIO,CANANDAIGUA,8322400108,PACTIV LLC,3086,195.11,2.51,1.98,2772.57,7.35,6.92,6.71,0,0.03,POINT (-77.28094 42.88809)
2016,KINGS,BROOKLYN,2610400249,NYC-HH - KINGS COUNTY HOSPITAL CENTER,8062,3.21,77.11,60.29,22389.34,5.72,0,5.39,0,4.73,POINT (-73.99036 40.69245)
2016,SCHOHARIE,WRIGHT,4435000008,WRIGHT COMPRESSOR STATION,4922,0,0,0,0,0,0,0,0,0,POINT (-74.22386 42.67759)
2012,WESTCHESTER,YORKTOWN,3555400036,THOMAS J WATSON RESEARCH CENTER,3571,0.13,34.3,2.29,11688.86,0,0,0,0,21.54,POINT (-73.80819 41.29565)
2010,ALBANY,COLONIE,4012600602,INNOVATIVE/COLONIE,4911,8.99,9.12,101.51,19440.14,5.09,5.09,0,0,19.46,POINT (-73.83711 42.72132)
2011,SUFFOLK,ISLIP,1472800628,BLYDENBURGH ROAD LANDFILL,4953,0.86,3.78,12.61,8705.65,1.06,1.06,0.53,0.5,43.31,POINT (-73.218 40.72817)
2017,WASHINGTON,GREENWICH,5532600004,HOLLINGSWORTH & VOSE-EASTON MILL,2621,1.99,19.28,6.74,23881.13,1.52,0,1.51,0,0.12,POINT (-73.49696 43.08752)
2012,BRONX,BRONX (6002),2600200055,NORTH CENTRAL BRONX HOSPITAL,8062,0.52,6.25,4.96,6888.15,0.45,0.45,0.45,0,0.13,POINT (-73.92309 40.826)
2010,CHAUTAUQUA,DUNKIRK,9060300021,DUNKIRK STEAM GENERATING STATION,4911,52.89,2345.32,404.99,2957016.15,149.77,16.74,0.05,67.06,7414.58,POINT (-79.33578 42.48724)
2012,JEFFERSON,LE RAY,6224000009,REENERGY BLACK RIVER LLC,4911,0.04,0.46,0.17,117.68,0.04,0.04,0.04,0,0.03,POINT (-75.79828 44.0835)
2013,ORANGE,HIGHLANDS,3333600022,US ARMY GARRISON,8221,4.61,21.67,24.64,23818.14,1.8,1.8,1.71,0.99,0.23,POINT (-74.00606 41.38254)
2018,KINGS,BROOKLYN,2610100105,ZENITH ENERGY TERMINALS BROOKLYN,4226,20.77,0.07,0.01,40.4,0,0,0,0,0,POINT (-73.99036 40.69245)
2018,WESTCHESTER,PEEKSKILL,3551200031,WHEELABRATOR WESTCHESTER LP,4953,35.13,993.4,49.5,338138.61,26.43,26.37,0,0,109.22,POINT (-73.92211 41.29117)
2011,ROCKLAND,RAMAPO,3392600041,GOOD SAMARITAN HOSPITAL,8062,0.42,6.71,4.14,5229.36,0.53,0.53,0.51,0,0.71,POINT (-74.16848 41.14121)
2020,SARATOGA,WATERFORD,5415400002,MOMENTIVE PERFORMANCE MATERIALS,2821,45.75,106.21,115.78,142143.33,11.37,0,8.17,3.15,0.89,POINT (-73.67934 42.79051)
2013,QUEENS,QUEENS (6304),2630400024,RAVENSWOOD GENERATING STATION,4911,56.17,824.59,241.92,1576738.63,202.72,104.73,104.33,0.1,157.65,POINT (-73.82999 40.714)
2014,NEW YORK,MANHATTAN (6204),2620400059,MOUNT SINAI HOSPITAL,8062,4.36,49.06,44.55,65778.25,6.41,0,3.73,0,0.56,POINT (-74.00601 40.7145)
2022,NASSAU,GARDEN CITY,1282001015,NASSAU ENERGY LLC,4911,0.73,107.03,14.67,25170.76,1.13,0.39,0.74,0.22,1.47,POINT (-73.63509 40.72645)
2015,ROCKLAND,ORANGETOWN,3392400173,"AVERY DENNISON RIS, LLC.",2672,7.9,7.55,1.65,2353.92,0.15,0.06,0.08,0,0.01,POINT (-73.95512 41.04593)
2022,BROOME,BINGHAMTON,7030200079,CITY of BINGHAMTON CO-GENERATION PLANT,4911,0,0,0,0,0,0,0,0,0,POINT (-75.91129 42.09871)
2019,STEUBEN,WAYLAND,8467400004,GUNLOCKE CO,2521,67.74,9.06,15.97,5010,10.42,13.81,0.33,0,0.52,POINT (-77.58991 42.56779)
2019,ERIE,BUFFALO,9140200435,PVS CHEMICAL SOLUTIONS INC,2819,0.38,7.84,6.58,9427.19,0.31,0.3,0.29,0,54.86,POINT (-78.87846 42.88545)
2015,ALLEGANY,ANDOVER,9026000009,INDEPENDENCE STATION,4922,62.24,10.67,65.18,9823.98,0.82,0,0.81,0,0.05,POINT (-77.79301 42.16039)
2010,SUFFOLK,RIVERHEAD,1473000023,UNITED RIVERHEAD TERMINAL,5171,1.02,47.76,5.76,17443.51,5.44,5.44,0.7,0,73.07,POINT (-72.66016 40.95036)
2021,SUFFOLK,SOUTHOLD,1473800455,SOUTHOLD GT FACILITY,4911,0.01,7.24,0.05,2536.24,0.31,0.14,0.17,0.01,0.02,POINT (-72.42815 41.06424)
2013,ONTARIO,HOPEWELL,8323400013,TGP COMPRESSOR STATION 237,4922,30.15,82.52,58.91,19677.94,18.09,18.09,9.05,0,1.97,POINT (-77.18348 42.89595)
2010,NEW YORK,MANHATTAN (6202),2620200007,NORTH RIVER WASTEWATER TREATMENT PLANT,4952,18.43,329.52,150.96,36729.87,8.94,8.94,7.97,0.44,7.61,POINT (-74.00601 40.7145)
2016,ORANGE,MIDDLETOWN,3330900040,ALLIANCE ENERGY - SHOEMAKER GAS TURBINE FACILITY,4911,0.01,1.14,0.25,331.31,0.02,0,0.02,0,0.01,POINT (-74.42261 41.44584)
2010,NASSAU,OYSTER BAY,1282400490,GLENWOOD BLACK START GT FACILITY,4911,0,1,0.01,278.64,0.04,0,0,0,0.06,POINT (-73.53412 40.87239)
2015,SUFFOLK,BABYLON,1472001046,WEST BABYLON GT FACILITY,4911,0,3.75,0.03,1222.24,0.36,0.22,0.09,0,0.01,POINT (-73.32601 40.69573)
2013,WESTCHESTER,YONKERS,3551800214,AMERICAN SUGAR REFINING INC,2062,2.88,192.9,57.26,78059.93,10.76,5.19,5.03,0,5.39,POINT (-73.89874 40.93299)
2019,RENSSELAER,RENSSELAER,4381400005,SPRAGUE OPERATING RESOURCES LLC,5171,6.26,0.22,0.27,286.51,0,0,0.02,0,0,POINT (-73.74127 42.64472)
2016,KINGS,BROOKLYN,2610200086,NARROWS GENERATING STATION,4911,1.61,230.67,55.83,75016.9,4.83,0,4.75,0,2.45,POINT (-73.99036 40.69245)
2011,LIVINGSTON,YORK,8245200008,TGP COMPRESSOR STATION 233,4922,0.29,11.12,2.34,9821.96,0.71,0.71,0.71,0,0.05,POINT (-77.88091 42.88047)
2013,ALLEGANY,ANGELICA,9023200003,HYLAND LANDFILL,4953,10.06,30.93,165.42,21819.85,8.95,0,0,0,17.66,POINT (-78.02061 42.30738)
2022,CLINTON,MORRISONVILLE,5094600049,CLINTON COUNTY REGIONAL LANDFILL,4953,26.97,30.6,196.05,63547.36,11.87,11.84,0.03,24.4,61.96,POINT (-73.56636 44.69294)
2020,MONROE,ROCHESTER,8261400205,EASTMAN BUSINESS PARK,3861,85.72,1.79,0.41,3087.63,41.07,24.96,15.18,1.3,0.01,POINT (-77.61632 43.1558)
2020,QUEENS,ASTORIA,2630100006,CON ED - ASTORIA FACILITY,4911,7.92,13.15,16.12,7852.05,0.93,0.89,0,0,0.04,POINT (-73.93014 40.77205)
2010,CHEMUNG,ELMIRA,8070400025,KENNEDY VALVE DIV MC WANE INC,3321,36.6,6.12,79.18,6926.4,33.26,21.16,0,0,0.36,POINT (-76.79893 42.09064)
2020,RENSSELAER,RENSSELAER,4381400029,RENSSELAER COGEN FACILITY,4911,0.09,1,0.47,2634.08,0.29,0,0.12,0,0.01,POINT (-73.74127 42.64472)
2021,ERIE,BUFFALO,9140200565,GENERAL MILLS OPERATIONS LLC,2043,28.52,29.07,23.29,32542.43,108.58,67.76,2.1,0.35,0.28,POINT (-78.87846 42.88545)
2020,CHEMUNG,CHEMUNG,8072800033,VULCRAFT OF NEW YORK INC,3441,12.33,33.94,7.72,170607.64,0.64,0,0.53,0,0.03,POINT (-76.62353 42.00831)
2015,ALBANY,COLONIE,4012600033,TOWN OF COLONIE LANDFILL FACILITY,4953,14.94,3.08,16.57,5170.47,1.63,1.6,0.03,0.5,20.69,POINT (-73.83711 42.72132)
2014,ST LAWRENCE,OGDENSBURG,6401200053,OGDENSBURG ENERGY FACILITY,4931,1.01,9.76,7.22,10260,0.66,0,0.65,0,0.05,POINT (-75.48994 44.69424)
2012,ALBANY,ALBANY,4010100426,ALBANY LANDFILL GAS TO ENERGY FACILITY,4911,0.09,5.21,44.83,7774.68,0,0,0,0,8.86,POINT (-73.75521 42.65155)
2013,ALBANY,COHOES,4010300016,NORLITE LLC,3295,3.72,75.99,25.48,47361,124.03,50.47,9.98,5.78,116.14,POINT (-73.70009 42.77465)
2016,SARATOGA,CORINTH,5412600028,INDECK-CORINTH ENERGY CENTER,4911,16.69,76.35,43.85,328063,2.68,0,2.68,0,1.63,POINT (-73.83128 43.24434)
2013,PUTNAM,SOUTHEAST,3373000060,ALGONQUIN GAS SOUTHEAST COMPRESSOR STATION,4922,8.1,92.32,8.38,113665.28,6.4,6.4,6.27,0,3.32,POINT (-73.60439 41.41368)
2011,ONONDAGA,GEDDES,7313200052,SYRACUSE ENERGY CORPORATION,4911,4.97,647.65,1447.93,436899.52,14.77,12.03,0.11,12.79,1912.04,POINT (-76.23995 43.08983)
2012,NEW YORK,MANHATTAN (6204),2620400127,COLER-GOLDWATER MEMORIAL HOSPITAL,8062,1.19,80.52,12.07,26806.18,6.13,6.13,2.45,0,45.07,POINT (-74.00601 40.7145)
2014,WYOMING,GAINESVILLE,9563200007,MORTON SALT INC,2899,0.24,217.01,13.74,120104.55,85.21,0.13,0.16,72.56,1372.84,POINT (-78.13413 42.64198)
2011,CLINTON,CHAMPLAIN,5092800017,WYETH PHARMACEUTICALS,2833,9.81,56.23,23.84,33756.16,2.38,2.22,2.21,0.38,0.65,POINT (-73.44604 44.98616)
2012,RICHMOND,STATEN ISLAND (6405),2640500073,KINDER MORGAN LIQUIDS TERMINALS LLC,4226,141.54,4.53,3,4702,0.37,0.37,0.35,0,0.17,POINT (-74.07527 40.64242)
2022,RENSSELAER,RENSSELAER,4381400052,EMPIRE POWER PLANT,4911,1.73,98.93,18.87,1418994.05,25.24,0.94,24.3,0,7.47,POINT (-73.74127 42.64472)
2017,CAYUGA,AUBURN,7055200002,BUCKEYE PIPE LINE CO - AUBURN,4613,19.44,0,0,0,0,0,0,0,0,POINT (-76.56591 42.92936)
2019,ONONDAGA,EAST SYRACUSE,7312600127,CARR STREET GENERATING STATION,4911,0.55,6.59,6.72,24501.25,0,0.01,1.48,0,0.13,POINT (-76.071 43.06468)
2020,QUEENS,WOODSIDE,2630400404,BIG SIX TOWERS INC,6513,15.43,35.67,45.06,12524.41,10.96,0.24,10.72,0,9.58,POINT (-73.90279 40.74696)
2021,ST. LAWRENCE,MASSENA,6405800046,MASSENA ENERGY FACILITY,4931,0.24,2.66,0.53,8382.13,0.4,0.39,0.01,0,0.05,POINT (-74.89298 44.93182)
2010,CAYUGA,AUBURN,7050100042,AUBURN SANITARY LANDFILL NO 2,4953,2.33,0,0,99.22,0,0,0,0.17,0,POINT (-76.56591 42.92936)
2020,KINGS,BROOKLYN,2610100071,GREENPOINT ENERGY CTR,4923,0.23,2.76,0.78,230.44,0.06,0.02,0.04,0,0,POINT (-73.99036 40.69245)
2012,COLUMBIA,CHATHAM,4102600037,COMPRESSOR STATION 254,4922,19.08,75.24,71.28,27171.51,5.29,5.29,5.29,0,0.6,POINT (-73.59502 42.36373)
2019,HERKIMER,FRANKFORT,6212600037,DOMINION TRANSMISSION INC - UTICA STATION,4922,1.78,132.19,17.15,5119.95,0,0.18,0.58,0.01,0.02,POINT (-75.07407 43.03638)
2013,CHAUTAUQUA,JAMESTOWN,9060800053,SAMUEL A CARLSON GENERATING STATION,4911,2.59,145.01,30.03,142094.5,4.8,4.31,4.17,0.75,37.2,POINT (-79.2378 42.09605)
2015,LEWIS,LYONSDALE,6233800012,LYONSDALE BIOMASS LLC,4911,14.23,159.87,193.61,458572.47,13.91,0,10.81,0.9,8.91,POINT (-75.30909 43.61885)
2020,WARREN,GLENS FALLS,5520500005,FINCH PAPER LLC,2621,117.9,1412.46,838.59,172516.6,435.79,344.87,77.21,4.94,138.97,POINT (-73.64376 43.31122)
2013,MONTGOMERY,MOHAWK,4273200014,KEYMARK CORP PLANT,3354,18.53,24.02,20.14,28828.95,7.62,6.68,5.72,0.76,0.14,POINT (-75.00465 43.01129)
2015,NEW YORK,MANHATTAN (6204),2620400058,NYC-HH - METROPOLITAN HOSPITAL,8062,0,0,0,0,0,0,0,0,0,POINT (-74.00601 40.7145)
2019,CORTLAND,CORTLAND,7112200063,PALL TRINITY MICRO,3569,82.41,0.01,0,0,0.03,0,0,0.32,0,POINT (-76.17484 42.60348)
2017,NEW YORK,NEW YORK,2620400064,NY - PRESBYTERIAN HOSPITAL-525 E 68TH ST,8062,7.71,38.09,55.04,79284.35,5.12,0.01,5.08,0,0.47,POINT (-74.00712 40.71453)
2015,SUFFOLK,BABYLON,1472003061,PINELAWN POWER,4911,1.25,7.11,16.69,96614.64,9.79,9.42,0.2,0,2.92,POINT (-73.32601 40.69573)
2014,WARREN,GLENS FALLS,5520500005,FINCH PAPER LLC,2611,43.26,1229.61,507.75,100380,468.61,322.23,141.92,4,345.57,POINT (-73.64376 43.31122)
2020,QUEENS,ASTORIA,2630100185,ASTORIA GENERATING STATION,4911,24.16,210.9,181.53,536339.41,33.48,0.13,33.14,0.01,6.31,POINT (-73.93014 40.77205)
2015,ORANGE,MONTGOMERY,3334200271,RUSSIN LUMBER CORP,2499,0,0,0,0,0,0,0,0,0,POINT (-74.23723 41.52724)
2022,ERIE,BUFFALO,9146400031,DUPONT SPECIALTY PRODUCTS USA LLC,3081,115.49,2.51,0.94,1011.08,6.64,0,0.05,61.18,0.06,POINT (-78.87846 42.88545)
2020,MONROE,CHILI,8262200202,AMERICAN PACKAGING CORP,2759,5.22,3.02,2.53,3529.96,0.65,0.42,0.23,0,0.02,POINT (-77.7541 43.08453)
2017,WESTCHESTER,YONKERS,3551800222,SAINT JOHN'S RIVERSIDE HOSPITAL,8062,0.76,15.45,3.65,6154.75,1.64,0,1.63,0,9.85,POINT (-73.89874 40.93299)
2012,NIAGARA,NIAGARA FALLS,9291100078,GLOBE METALLURGICAL INC,3339,73.01,427.08,545.42,257023.17,300.01,1.62,1.03,12.4,699.01,POINT (-79.05551 43.096)
2015,MONROE,ROCHESTER,8261400311,BUCKEYE ROCHESTER SOUTH TERMINAL,4226,27.97,0,0,0,0,0,0,0,0,POINT (-77.61632 43.1558)
2012,JEFFERSON,RODMAN,6225200018,INNOVATIVE DANC,4911,6.04,25.88,152.36,30299.89,6.22,0,0,1.99,55.52,POINT (-75.94078 43.85022)
2019,SUFFOLK,GREENPORT,1473803119,HAWKEYE ENERGY GREENPORT,4911,0,5.38,0.15,27751.25,0,0.85,0,0,0.19,POINT (-72.36323 41.10256)
2021,KINGS,BROOKLYN,2610200086,NARROWS GENERATING STATION,4911,0.79,120.35,27.29,39101.57,2.23,0.01,2.21,0.34,1.2,POINT (-73.99036 40.69245)
2021,RENSSELAER,RENSSELAER,4382400019,BUCKEYE RENSSELAER TERMINAL,5171,19.52,0.03,0.01,28.45,0,0,0,0.7,0.02,POINT (-73.74127 42.64472)
2021,QUEENS,ASTORIA,2630100072,ASTORIA ENERGY LLC & ASTORIA ENERGY II LLC,4911,117.52,144.83,22.16,2573577.86,104.52,104.48,0,8.53,12.99,POINT (-73.93014 40.77205)
2013,RENSSELAER,HOOSICK,4382800031,SAINT GOBAIN PERFORMANCE PLASTICS,2295,25.95,4.52,0.76,237.56,1.24,1.1,0.02,0,0.21,POINT (-73.32766 42.86254)
2022,ORANGE,NEW WINDSOR,3334800111,GLOBAL COMPANIES LLC - NEWBURGH TERMINAL,5171,59.91,0.07,0.05,83.77,0.01,0.01,0,1.56,0,POINT (-74.02274 41.47742)
2013,MONROE,ROCHESTER,8261400311,BUCKEYE ROCHESTER SOUTH TERMINAL,4226,33.32,0,0,0,0,0,0,0,0,POINT (-77.61632 43.1558)
2013,NIAGARA,SOMERSET,9293800003,SOMERSET OPERATING COMPANY LLC,4911,23.98,3767.61,429.79,2405513.03,112.44,4.21,0.02,4.99,5722.67,POINT (-78.55818 43.34743)
2015,NASSAU,HEMPSTEAD,1282000357,FREEPORT POWER PLANT #1,4911,0.08,1.87,0.91,520.75,0.09,0.01,0.02,0,0,POINT (-73.62194 40.7101)
2018,QUEENS,NEW HYDE PARK,2630700290,LONG ISLAND JEWISH MEDICAL CENTER,8062,4.99,28.3,33.15,35920.71,2.89,0.1,2.29,0,2.52,POINT (-73.68028 40.73361)
2022,JEFFERSON,RODMAN,6225200018,INNOVATIVE DANC,4911,21.37,17.28,90.69,15351.3,9.83,0,9.83,16.56,18.44,POINT (-75.94078 43.85022)
2011,ERIE,TONAWANDA,9146400090,NOCO ENERGY CORP,5171,11.94,5.12,4.24,6024.12,0.39,0.39,0.38,0,0.17,POINT (-78.88617 43.01888)
2021,ERIE,SPRINGVILLE,9143800044,CONCORD COMPRESSOR STATION,4922,12.67,23.69,64.61,39490.04,3.14,0,3.14,3.97,0.94,POINT (-78.66726 42.50866)
2012,BRONX,BRONX (6007),2600700183,LAFAYETTE-MORRISON HOUSING DEVELOPMENT FUND CORP,6513,0.07,12.08,1.1,5666.8,1.05,0,0,0,10.35,POINT (-73.92309 40.826)
2017,WASHINGTON,HUDSON FALLS,5534400001,WHEELABRATOR HUDSON FALLS,4953,0.86,237.56,21.93,32305.51,4.56,3.06,0,8.57,13.46,POINT (-73.58407 43.30447)
2012,KINGS,BROOKLYN (6105),2610500301,KINGS PLAZA TOTAL ENERGY PLANT,4931,20.33,31.12,54.55,18869.23,1.73,1.73,1.72,0,0.1,POINT (-73.99036 40.69245)
2014,SUFFOLK,BROOKHAVEN,1472204133,SHOREHAM ENERGY LLC,4911,0.04,3.14,0.11,10169.29,0.97,0,0.75,0,0.05,POINT (-72.91224 40.7737)
2014,NASSAU,HEMPSTEAD,1282001085,CARBO INDUSTRIES PROPERTY,5171,29.96,0,0,0,0,0,0,0,0,POINT (-73.62194 40.7101)
2010,ROCKLAND,ORANGETOWN,3392400173,"AVERY DENNISON RIS, LLC.",2672,0.06,1.15,0.96,1343.34,0.09,0.09,0.09,0,0.01,POINT (-73.95512 41.04593)
2016,WESTCHESTER,BUCHANAN,3552200087,CONTINENTAL BUCHANAN LLC,3275,15.27,22.69,109.31,68720.52,73.32,0.16,0.16,0,0.96,POINT (-73.93944 41.26097)
2012,SUFFOLK,BABYLON,1472000355,BERGEN POINT WWTP,4952,6.31,22.6,5.9,2758.22,1.6,1.6,1.6,0,1.39,POINT (-73.32601 40.69573)
2016,QUEENS,COLLEGE POINT,2630200012,TALLMAN ISLAND WASTEWATER TREATMENT PLANT,4952,0.53,4.86,2.85,6689.76,1.37,1.27,0.1,0,0.78,POINT (-73.84581 40.7841)
2017,ROCKLAND,ORANGEBURG,3392400178,ROCKLAND PSYCHIATRIC CENTER,8063,0.54,9.51,6.38,8435.89,0.6,0.02,0.58,0,0.26,POINT (-73.9474 41.05636)
2022,FRANKLIN,CONSTABLE,5169900003,CFSWMA REGIONAL SOLID WASTE DISPOSAL FAC,4953,1.12,0.82,3.39,2588.8,0.16,0,0.16,0.5,0.68,POINT (-74.29712 44.92934)
2017,KINGS,BROOKLYN,2610400132,DOWNSTATE MEDICAL CENTER,8062,0.85,18.77,14.99,21056.13,1.42,0,1.41,0.01,0.19,POINT (-73.99036 40.69245)
2021,SUFFOLK,SHOREHAM,1472200108,WADING RIVER GT FACILITY,4911,0.09,67.85,4.68,35977.26,3.65,1.63,1.22,0.17,0.23,POINT (-72.90943 40.96172)
2016,NEW YORK,NEW YORK,2620100005,NEW YORK PRESBYTERIAN HOSPITAL,8062,4.15,39.58,37.42,54488.54,4.69,3.33,1.33,0,0.4,POINT (-74.00712 40.71453)
2012,BRONX,BRONX (6007),2600700189,LAFAYETTE BOYNTON APARTMENT CORPORATION,6513,0.08,4.75,1.34,5298.37,0.13,0.13,0.05,0,4.3,POINT (-73.92309 40.826)
2015,ALLEGANY,HUME,9025800018,ALLEGANY GENERATING STATION,4911,0.88,13.19,12.67,53663.29,3.02,2.43,0.58,0,0.29,POINT (-78.13663 42.47282)
2018,SUFFOLK,STONY BROOK,1472202441,NISSEQUOGUE COGEN PARTNERS PLANT,4911,16.1,135.1,85.69,209258.85,11.3,11.26,0.04,0,1.06,POINT (-73.1395 40.91297)
2021,SUFFOLK,BRENTWOOD,1472803244,EDGEWOOD ENERGY LLC,4911,1.49,6.46,10.83,85390.23,4.74,0,4.74,0.74,0.43,POINT (-73.24648 40.78114)
2016,ONONDAGA,SYRACUSE,7312600016,BRISTOL-MYERS SQUIBB COMPANY,2834,0.9,9.26,11.13,15900,1.01,0.86,0.14,0,0.08,POINT (-76.14738 43.05042)
2019,SUFFOLK,HUNTINGTON STATION,1472600009,AMERICAN TECHNICAL CERAMICS,3675,7.7,0.28,0.06,341.65,0.88,0.02,0.02,0,0,POINT (-73.3951 40.83655)
2021,STEUBEN,PAINTED POST,8464200108,CORNING DIESEL MANUFACTURING FACILITY,3299,21.62,176.47,295.15,125715.87,12.42,0.29,12.11,5.93,1.02,POINT (-77.09055 42.16034)
2022,ALBANY,ALBANY,4010100171,City of Albany Rapp Road Waste Management Facility,4953,5.01,7.62,142.91,69037.7,3.24,0,3.24,8.25,38.34,POINT (-73.75521 42.65155)
